epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1183.99,0.47465,0.30195,0.83415,0.95971,0.97818,0.98797,0.81784,0.89003,0.37758,0.95381,0.0001652,0.0001652,0.0001652
184,1190.24,0.49051,0.30554,0.83413,0.95563,0.98267,0.98821,0.80603,0.8984,0.37572,0.95598,0.000156948,0.000156948,0.000156948
185,1196.61,0.48145,0.29515,0.83261,0.95943,0.97787,0.98852,0.80474,0.9019,0.38155,0.95659,0.000148696,0.000148696,0.000148696
186,1203.29,0.44381,0.28289,0.82074,0.95288,0.96622,0.98033,0.80495,0.88225,0.3708,0.94889,0.000140445,0.000140445,0.000140445
187,1210.2,0.46074,0.29895,0.82985,0.9514,0.96875,0.98002,0.80677,0.87926,0.37275,0.94559,0.000132193,0.000132193,0.000132193
188,1216.49,0.47617,0.29238,0.82933,0.96111,0.97194,0.98577,0.80623,0.87644,0.38027,0.94347,0.000123941,0.000123941,0.000123941
189,1222.81,0.46694,0.28821,0.83158,0.96149,0.97219,0.98058,0.80579,0.87435,0.37473,0.9444,0.00011569,0.00011569,0.00011569
190,1228.8,0.46698,0.28819,0.82915,0.96677,0.98438,0.98933,0.80537,0.87745,0.37618,0.94603,0.000107438,0.000107438,0.000107438
191,1241.64,0.47837,0.3083,0.81677,0.95754,0.97656,0.98617,0.80878,0.87422,0.38196,0.94516,9.91865e-05,9.91865e-05,9.91865e-05
192,1248.06,0.46108,0.30298,0.81416,0.95485,0.97656,0.98597,0.80612,0.86668,0.36809,0.94328,9.09349e-05,9.09349e-05,9.09349e-05
193,1254.58,0.47679,0.30737,0.80555,0.95289,0.97656,0.98576,0.80082,0.86869,0.37185,0.94413,8.26832e-05,8.26832e-05,8.26832e-05
194,1260.46,0.4794,0.29831,0.8136,0.95473,0.9375,0.97103,0.80242,0.87286,0.36265,0.94455,7.44316e-05,7.44316e-05,7.44316e-05
195,1267.09,0.465,0.29879,0.80848,0.93148,0.96836,0.96973,0.79815,0.87187,0.36446,0.94148,6.61799e-05,6.61799e-05,6.61799e-05
196,1272.53,0.44551,0.29306,0.80451,0.92512,0.96094,0.96185,0.79559,0.86668,0.3598,0.9396,5.79283e-05,5.79283e-05,5.79283e-05
197,1279.55,0.46352,0.29569,0.81174,0.93358,0.96875,0.96842,0.7964,0.86291,0.36081,0.93896,4.96766e-05,4.96766e-05,4.96766e-05
198,1285.17,0.44895,0.29396,0.80926,0.93432,0.96875,0.9702,0.79607,0.86915,0.3607,0.9402,4.1425e-05,4.1425e-05,4.1425e-05
199,1291.93,0.4347,0.28797,0.80567,0.94182,0.976,0.97698,0.79977,0.87126,0.36239,0.94212,3.31733e-05,3.31733e-05,3.31733e-05
200,1297.52,0.44055,0.28775,0.81031,0.93447,0.9682,0.97041,0.79732,0.87445,0.36682,0.94153,2.49217e-05,2.49217e-05,2.49217e-05
